MSE,MAE,R2
9.500594409661986,2.5253216767940088,-9.123762761742427e-06
9.006145083827944,2.453214371691826,0.05203539216452979
8.457363707814594,2.3596357052423147,0.10979876562317603
6.451603486383919,1.918803953459277,0.3209201370892856
